Id,loan_date,loan_duration,loan_payments,Predicted,account_frequency,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_card_type,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_age,account_age_months,has_disponent,owner_profile
6228,931201,60,7742,1.0,1,2,0.8844329712623185,60,23,4,2,4,0.515,0.7898746930569263,0.0295,0.0401999999999999,0.126,0.0338622166925336,0.0400189833639033,0,1,148545,8,35,12,3,4,0.535,8909,0.0401,0.0556,0.113,0.0232926049345316,0.0241677606112625,31,37,22,37,0,0,0,9,0,7,0,0,0,121570.3,51760.01617647058,13335.798529411766,16035.558064516128,11073.837837837838,1284.8573529411765,0,52,8,0,2
6356,931208,36,2650,0.0,1,3,0.8833437883390883,31,28,5,1,9,0.608,0.7878448787905485,0.0189,0.0226,0.155,0.0219330118253286,0.0280504723525137,0,2,95616,65,30,4,1,6,0.514,9307,0.0385,0.0443,0.118,0.027359437751004,0.0317938420348058,22,25,13,25,0,0,0,9,0,6,0,0,0,27697.0,41562.32340425532,10370.702127659575,11706.59090909091,9195.12,588.6595744680851,1,22,8,0,2
5523,931208,36,2608,0.0,0,0,0.8882232131601184,38,36,5,1,5,0.505,0.7883339650025821,0.0379,0.0452,0.11,0.018055089986476,0.01687607642782,0,0,86513,38,36,5,1,5,0.505,8288,0.0379,0.0452,0.11,0.018055089986476,0.01687607642782,12,7,2,7,0,5,0,5,0,1,0,0,0,34716.3,37510.49473684211,7121.915789473685,7084.7,7185.714285714285,1827.1789473684207,0,43,5,0,2
6456,931209,12,3918,0.0,0,0,0.9165850177933241,29,41,10,2,10,0.747,0.795774627609977,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,0,3,112709,48,20,7,3,10,0.735,8369,0.0179,0.0231,0.117,0.0253218465251222,0.0232279587255676,22,20,14,16,0,0,4,8,4,4,0,0,0,58773.2,60382.08571428573,12252.22380952381,13031.063636363637,11395.5,1399.3666666666666,0,35,7,0,2
7104,931213,60,4329,0.0,2,1,0.9214422099828427,15,40,18,2,6,0.5720000000000001,0.7971279014369306,0.0409,0.0472,0.096,0.0245708942179962,0.025724498356988,0,1,228848,15,40,18,2,6,0.5720000000000001,9893,0.0409,0.0472,0.096,0.0245708942179962,0.025724498356988,10,7,1,6,0,5,1,4,1,0,0,0,0,67219.5,45198.15294117647,13038.088235294115,14443.35,11030.57142857143,3954.08823529412,1,14,5,0,2
6820,931216,12,3179,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,18,11,2,7,0,6,4,10,1,1,0,0,0,56840.8,37462.093103448286,8369.555172413793,8067.861111111111,8863.236363636364,1645.7206896551722,0,28,5,0,0
6876,931221,12,7218,0.0,2,2,0.8833204425910679,35,36,9,0,7,0.365,0.7957644026561815,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,0,2,75637,35,36,9,0,7,0.365,9622,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,12,3,6,3,0,0,0,6,0,0,0,0,0,37253.1,25714.046666666665,5323.546666666666,4879.433333333333,7100.0,2483.5466666666666,1,32,4,0,2
7097,931223,24,3151,1.0,2,0,0.9379412767057949,0,0,0,1,1,1.0,0.7971477018376653,0.016,0.0196,0.14,0.0483035322651392,0.0482390277885285,0,0,387570,0,0,0,1,1,1.0,9897,0.016,0.0196,0.14,0.0483035322651392,0.0482390277885285,15,8,6,8,0,0,0,9,1,0,0,0,0,41954.8,50009.90869565218,13406.739130434782,11677.0,16650.0,1824.1304347826087,1,35,6,0,2
4959,940105,24,3373,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,22,32,2,27,0,10,5,10,5,6,0,0,0,27840.6,32590.624074074065,7954.257407407406,10394.786363636364,6276.393749999999,515.5685185185185,1,48,10,1,0
6499,940105,24,3373,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,22,32,2,27,0,10,5,10,5,6,0,0,0,28749.1,33312.53888888889,7937.749999999999,10395.177272727273,6248.268749999999,532.3944444444446,1,48,10,1,0
5479,940110,12,2043,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,31,42,21,42,0,0,0,10,0,8,0,0,0,78656.2,55582.22602739726,16201.55890410959,20344.67741935484,13143.542857142857,1077.4821917808215,1,35,10,0,0
5170,940120,60,4220,0.0,1,1,0.9214422099828427,15,40,18,2,6,0.5720000000000001,0.7971279014369306,0.0409,0.0472,0.096,0.0245708942179962,0.025724498356988,0,3,139012,59,41,8,3,10,0.619,8363,0.0252,0.0349,0.108,0.0184444508387765,0.0201349523782119,21,20,13,20,0,0,0,8,0,5,0,0,0,81150.6,47302.54634146342,11912.358536585363,13560.890476190476,10181.4,1979.285365853658,0,43,8,0,2
6721,940121,24,878,0.0,2,2,0.9074609675284119,63,29,6,2,6,0.674,0.7964289882127471,0.0464,0.0504999999999999,0.109,0.0349849559352338,0.0393080397350109,0,6,74062,99,15,4,2,7,0.614,8114,0.0237999999999999,0.0262,0.119,0.0135427074613161,0.0159460992141719,13,2,7,2,0,0,0,6,0,0,0,0,0,33467.0,21575.68666666666,3164.473333333334,3012.853846153846,4150.0,2057.8066666666664,0,29,4,0,2
7259,940131,36,3004,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,0,108871,41,29,7,2,6,0.621,8444,0.0324,0.0347,0.106,0.0238355484931708,0.0211718455787124,23,32,15,26,0,0,6,8,6,6,0,0,0,21921.3,54652.89818181817,13671.42909090909,16822.826086956524,11406.3625,398.5709090909086,0,30,8,1,2
5285,940206,12,6578,0.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,7,51313,34,12,3,1,4,0.5920000000000001,8930,0.0352,0.042,0.108,0.0258803811899518,0.0282969228070859,24,27,15,18,0,0,9,9,4,5,0,0,0,24601.0,25900.31960784314,3259.0,3975.2083333333335,2622.3703703703704,482.372549019608,0,37,8,0,2
5189,940207,48,3105,0.0,2,2,0.8833204425910679,35,36,9,0,7,0.365,0.7957644026561815,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,0,2,75637,35,36,9,0,7,0.365,9622,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,20,34,2,29,0,9,5,9,5,5,0,0,0,19033.5,36845.58888888889,6682.02962962963,9496.580000000002,5026.411764705883,352.47407407407405,0,25,9,0,2
6650,940217,12,4110,1.0,0,7,0.9005741722472175,25,21,6,2,8,0.8,0.7924093635409172,0.0139,0.0200999999999999,0.128,0.042397004967252,0.0430087355121815,0,7,122603,25,21,6,2,8,0.8,8991,0.0139,0.0200999999999999,0.128,0.042397004967252,0.0430087355121815,17,32,12,22,0,0,10,5,5,5,0,0,0,15673.6,46576.27755102041,10548.35918367347,15663.03529411765,7831.1875,319.869387755102,0,48,5,0,2
7226,940223,36,5493,0.0,2,3,0.8943334045361703,75,33,2,3,6,0.52,0.7877155758553357,0.0483,0.0545,0.094,0.020690192868072,0.0207973959399272,0,2,53921,61,22,1,1,2,0.413,8598,0.0277,0.0326,0.123,0.0296174032380705,0.0347730939708091,11,5,7,5,0,0,0,4,0,0,0,0,0,43294.5,44735.43125,14293.4125,12363.145454545454,18540.0,2705.9125,0,23,5,1,2
6087,940227,60,5011,0.0,2,5,0.9020960865386539,9,16,6,3,8,0.853,0.7941756070817056,0.0649,0.0707,0.097,0.0542390608657643,0.0536380524204249,0,5,128118,9,16,6,3,8,0.853,9317,0.0649,0.0707,0.097,0.0542390608657643,0.0536380524204249,24,42,15,27,0,0,15,9,5,5,0,0,0,33918.9,45854.89090909091,10342.530303030304,14927.625,7722.476190476191,513.9242424242425,1,44,9,0,2
7262,940301,36,5073,0.0,2,1,0.904655945882685,67,30,4,2,5,0.6459999999999999,0.791447291124227,0.0538,0.0566,0.099,0.0294352034310884,0.0326373594528804,0,1,138032,67,30,4,2,5,0.6459999999999999,8819,0.0538,0.0566,0.099,0.0294352034310884,0.0326373594528804,10,3,6,3,0,0,0,4,0,0,0,0,0,45660.9,33229.107692307705,8281.607692307693,7666.089999999999,10333.333333333334,3512.3769230769226,1,34,4,0,2
5519,940308,12,7636,0.0,2,2,0.8914865016461673,38,28,1,3,6,0.634,0.7972613746463585,0.0226,0.0287,0.13,0.0452784375824755,0.0511586170493533,0,3,139012,59,41,8,3,10,0.619,8363,0.0252,0.0349,0.108,0.0184444508387765,0.0201349523782119,27,43,15,35,0,0,8,12,8,8,0,0,0,33061.9,40976.94285714286,6304.1057142857135,8784.244444444443,4746.8093023255815,472.3114285714289,0,31,12,1,2
6577,940311,24,2154,0.0,2,1,0.9324256010391847,0,0,0,1,1,1.0,0.8008231097391091,0.0475,0.0544,0.1,0.0579924043597739,0.056649272856393,2,1,323870,0,0,0,1,1,1.0,10673,0.0475,0.0544,0.1,0.0579924043597739,0.056649272856393,44,58,31,53,5,0,0,13,0,11,0,0,0,38202.2,58226.50490196079,13901.269607843138,16546.952272727274,11894.2,374.5323529411762,0,26,13,0,1
6509,940315,24,2307,0.0,2,0,0.9165850177933241,29,41,10,2,10,0.747,0.795774627609977,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,0,0,197099,29,41,10,2,10,0.747,9624,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,47,51,25,51,0,0,0,22,0,10,0,0,0,12414.4,46061.31938775511,8702.47551020408,9204.863829787231,8239.49019607843,126.67959183673445,0,54,11,0,2
6520,940316,24,3800,0.0,2,5,0.8997985481802986,17,4,3,2,4,0.899,0.7997807917744386,0.0733999999999999,0.094,0.09,0.0412611034655323,0.0395596146628299,0,5,119895,17,4,3,2,4,0.899,10446,0.0733999999999999,0.094,0.09,0.0412611034655323,0.0395596146628299,18,18,3,15,0,8,3,7,3,3,0,0,0,32715.3,32558.533333333333,9999.522222222222,10908.277777777776,9090.766666666668,908.7555555555556,0,38,7,1,2
6699,940330,24,319,0.0,2,3,0.8848961342832926,50,24,8,1,9,0.59,0.7927893296493819,0.0178,0.0243999999999999,0.124,0.0209613070736495,0.0217465644987651,0,3,78955,50,24,8,1,9,0.59,9060,0.0178,0.0243999999999999,0.124,0.0209613070736495,0.0217465644987651,36,45,14,37,0,0,8,22,8,7,0,0,0,36353.1,46444.63950617283,6436.60987654321,7746.088888888891,5389.026666666667,448.80246913580265,0,31,12,1,2
6336,940331,36,5900,0.0,1,5,0.887945526555579,41,23,4,2,4,0.598,0.7922653099342414,0.0708,0.0823,0.104,0.0309020174253366,0.0328705213623445,0,5,85852,41,23,4,2,4,0.598,8965,0.0708,0.0823,0.104,0.0309020174253366,0.0328705213623445,31,40,19,40,0,0,0,12,0,9,0,0,0,64221.1,51034.361971830986,11301.5661971831,13977.941935483872,9227.375,904.523943661972,0,27,12,0,2
7055,940406,60,2785,0.0,2,0,0.9064958495418822,22,41,13,2,5,0.407,0.7898629580090852,0.0129,0.0186,0.109,0.018663170611169,0.0199467354895392,0,0,145688,22,41,13,2,5,0.407,8544,0.0129,0.0186,0.109,0.018663170611169,0.0199467354895392,33,46,22,46,0,0,0,11,0,10,0,0,0,39310.2,63707.62658227849,14332.407594936709,17751.06666666667,11879.891304347826,497.5974683544303,0,24,11,1,2
6103,940407,60,2489,0.0,1,3,0.8953517897978397,77,26,7,2,7,0.53,0.7881267761478319,0.0279,0.0375999999999999,0.097,0.0205101982841884,0.0220157945571274,0,3,105606,77,26,7,2,7,0.53,8254,0.0279,0.0375999999999999,0.097,0.0205101982841884,0.0220157945571274,23,33,3,27,0,10,6,10,6,6,0,0,0,23538.3,29069.11607142857,5778.791071428573,7546.752173913043,4546.575757575758,420.3267857142857,1,31,10,0,2
6202,940418,12,5432,0.0,2,0,0.9379412767057949,0,0,0,1,1,1.0,0.7971477018376653,0.016,0.0196,0.14,0.0483035322651392,0.0482390277885285,0,2,75232,55,26,4,1,5,0.417,8980,0.0195,0.0220999999999999,0.111,0.0375372182050191,0.0373910038281582,30,52,1,52,0,15,0,14,0,10,0,0,0,67995.4,47426.55000000001,11972.676829268292,17495.916666666668,8786.192307692307,829.213414634146,1,36,14,0,2
7066,940502,36,5983,1.0,2,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,5,119895,17,4,3,2,4,0.899,10446,0.0733999999999999,0.094,0.09,0.0412611034655323,0.0395596146628299,10,5,3,5,0,0,0,7,0,0,0,0,0,30662.8,32702.726666666666,6110.86,6116.29,6100.0,2044.1933333333327,1,34,5,0,2
6696,940509,60,1484,0.0,2,1,0.9071549100963724,8,35,12,3,4,0.535,0.7919533883525183,0.0401,0.0556,0.113,0.0232926049345316,0.0241677606112625,0,1,148545,8,35,12,3,4,0.535,8909,0.0401,0.0556,0.113,0.0232926049345316,0.0241677606112625,44,43,18,35,0,0,8,26,8,9,0,0,0,29305.8,30045.4,3441.20459770115,3735.122727272728,3140.4511627906977,336.85057471264366,0,24,12,1,2
6072,940510,36,5388,0.0,0,1,0.9210555295995441,32,50,7,4,4,0.626,0.7924259540217943,0.038,0.0479,0.11,0.0427733701276302,0.0407213804937157,0,1,226122,32,50,7,4,4,0.626,8994,0.038,0.0479,0.11,0.0427733701276302,0.0407213804937157,20,9,12,9,0,0,0,8,0,1,0,0,0,80780.0,63579.21724137931,16951.03448275862,14309.0,22822.222222222223,2785.5172413793102,1,21,6,0,2
5130,940511,12,2026,0.0,2,6,0.8911851294611577,74,21,10,1,8,0.569,0.7891708535872421,0.0112,0.0154,0.107,0.0199508149599173,0.0203660133502251,0,6,93931,74,21,10,1,8,0.569,8427,0.0112,0.0154,0.107,0.0199508149599173,0.0203660133502251,37,41,7,41,0,15,0,15,0,11,0,0,0,28461.9,29380.839743589742,4949.474358974359,5601.632432432432,4360.941463414634,364.8948717948719,0,38,15,0,2
5568,940517,60,4542,0.0,2,2,0.8904728662764522,55,29,4,3,5,0.467,0.7982564404094291,0.0056,0.0054,0.141,0.0413752660614221,0.0468702489031753,0,2,92084,55,29,4,3,5,0.467,10124,0.0056,0.0054,0.141,0.0413752660614221,0.0468702489031753,34,50,23,40,0,0,10,11,10,9,0,0,0,30009.9,44602.64166666666,10778.34523809524,13755.75294117647,8753.708,357.264285714286,1,54,10,1,2
6678,940520,12,6695,0.0,2,2,0.8833204425910679,35,36,9,0,7,0.365,0.7957644026561815,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,22,30,3,30,0,10,0,9,0,5,0,0,0,89342.6,61531.5903846154,15464.398076923078,20306.622727272726,11913.433333333332,1718.128846153846,0,18,10,1,0
6998,940521,12,8136,0.0,2,6,0.8807974329545731,94,14,3,1,4,0.584,0.7898805593856433,0.0265,0.0364,0.12,0.0221243948701978,0.0218271381253007,0,6,103347,87,16,7,1,7,0.67,9104,0.0151,0.0207,0.123,0.0222454449572798,0.0227776326356836,20,45,1,33,0,10,12,9,6,5,0,0,0,41330.1,53379.12769230769,15218.433846153845,25763.21,10531.866666666669,635.8492307692308,0,25,9,0,2
6580,940522,48,4085,0.0,2,7,0.8885999737586388,21,11,4,3,9,0.855,0.7903298900443315,0.0179,0.0266,0.102,0.0329333440098834,0.0365824363124721,0,7,87419,21,11,4,3,9,0.855,8624,0.0179,0.0266,0.102,0.0329333440098834,0.0365824363124721,20,27,13,27,0,0,0,7,0,5,0,0,0,86857.4,49143.9659574468,10472.497872340426,14476.62,7506.481481481482,1848.0297872340416,1,35,7,0,2
6316,940526,12,6409,1.0,2,2,0.8960998362576754,84,29,6,1,6,0.58,0.7910780360769514,0.0383,0.0431,0.137,0.0352646704366366,0.0358579771947714,0,2,149893,63,29,6,2,6,0.674,9753,0.0464,0.0504999999999999,0.109,0.0349849559352338,0.0393080397350109,42,60,26,60,0,0,0,16,0,12,0,0,0,14888.6,52890.4039215686,12928.499019607849,15876.135714285712,10865.153333333332,145.96568627450944,0,48,16,0,2
6512,940526,48,1319,0.0,2,2,0.9074609675284119,63,29,6,2,6,0.674,0.7964289882127471,0.0464,0.0504999999999999,0.109,0.0349849559352338,0.0393080397350109,0,7,51313,34,12,3,1,4,0.5920000000000001,8930,0.0352,0.042,0.108,0.0258803811899518,0.0282969228070859,35,47,23,30,0,0,17,12,8,8,0,0,0,28553.5,22551.779268292685,2011.2317073170727,2763.92,1450.71914893617,348.2121951219512,0,38,13,0,2
6407,940526,24,1081,0.0,2,5,0.89943534361333,8,8,5,1,3,0.856,0.7968247918471175,0.0332,0.0448,0.114,0.0543194268857985,0.046110408765276,0,5,118650,8,8,5,1,3,0.856,9832,0.0332,0.0448,0.114,0.0543194268857985,0.046110408765276,19,18,11,18,0,0,0,8,0,4,0,0,0,69398.9,56927.45405405405,10704.751351351351,12249.336842105264,9074.355555555556,1875.6486486486488,0,34,8,0,2
5002,940531,12,8734,0.0,2,0,0.9014743182103885,151,41,2,3,5,0.483,0.7896747624902056,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,0,0,125832,151,41,2,3,5,0.483,8512,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,12,18,7,10,0,0,8,5,2,1,0,0,0,28015.4,38709.82999999999,6642.553333333332,9470.5,4757.255555555556,933.8466666666664,1,54,6,1,2
6647,940601,48,4340,0.0,1,4,0.9704745851034752,0,0,0,1,1,1.0,0.8085329218310151,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,7,51313,34,12,3,1,4,0.5920000000000001,8930,0.0352,0.042,0.108,0.0258803811899518,0.0282969228070859,33,52,3,52,0,15,0,15,0,11,0,0,0,44213.1,43944.88941176472,9434.437647058823,12819.854545454546,7286.0,519.8023529411764,0,26,15,1,2
7137,940603,24,6315,0.0,2,0,0.9014743182103885,151,41,2,3,5,0.483,0.7896747624902056,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,0,0,125832,151,41,2,3,5,0.483,8512,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,13,15,1,14,0,6,1,6,1,2,0,0,0,21323.2,53976.29285714286,16935.55357142857,19058.40769230769,15095.746666666668,761.5392857142859,1,41,6,0,2
6903,940604,24,2172,0.0,2,7,0.8915193509726546,15,13,8,2,10,0.818,0.7959073284807234,0.0338,0.0366999999999999,0.1,0.0314833565371472,0.029574315487491,0,2,75637,35,36,9,0,7,0.365,9622,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,39,32,13,32,0,0,0,26,0,5,0,6,0,58659.8,33459.68028169014,6031.725352112676,6244.838461538462,5771.99375,828.8014084507046,0,34,8,0,2
