Id,loan_date,loan_duration,loan_payments,Predicted,account_frequency,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_card_type,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_age,account_age_months,has_disponent,owner_profile
6255,970208,48,5165,,2,1,11.571703677339041,38,25,6,2,6,0.631,9.000853147109458,0.0576999999999999,0.0655,0.109,0.0305881909216059,0.0290323797310803,0,1,106054,38,25,6,2,6,0.631,8110,0.0576999999999999,0.0655,0.109,0.0305881909216059,0.0290323797310803,10,5,6,5,0,0,0,4,0,0,0,0,0,23990.1,23594.146666666664,3079.333333333333,3509.0,2220.0,1599.3333333333333,0,39,8,0,2
5656,970209,24,6086,,2,1,12.688097479690438,0,0,0,1,1,1.0,9.275472466913964,0.0475,0.0544,0.1,0.0579924043597739,0.056649272856393,0,1,323870,0,0,0,1,1,1.0,10673,0.0475,0.0544,0.1,0.0579924043597739,0.056649272856393,12,10,7,9,0,0,1,5,0,1,0,0,0,45020.6,44355.04090909091,11676.26818181818,12579.108333333332,10592.86,2046.3954545454544,0,43,5,0,2
6934,970209,12,9736,,2,6,11.545847537112408,87,16,7,1,7,0.67,9.116469156366112,0.0151,0.0207,0.123,0.0222454449572798,0.0227776326356836,0,6,103347,87,16,7,1,7,0.67,9104,0.0151,0.0207,0.123,0.0222454449572798,0.0227776326356836,23,23,14,18,0,0,5,9,5,5,0,0,0,20739.0,23391.68913043478,5315.328260869565,5766.178260869567,4864.478260869565,450.85000000000014,0,48,8,1,2
6028,970209,60,5292,,2,2,11.263989634153559,60,23,4,2,4,0.515,9.05321861620397,0.0295,0.0401999999999999,0.126,0.0338622166925336,0.0400189833639033,0,2,77963,60,23,4,2,4,0.515,8546,0.0295,0.0401999999999999,0.126,0.0338622166925336,0.0400189833639033,21,52,11,30,0,0,22,10,5,6,0,0,0,38678.7,56757.3095890411,6783.86301369863,12711.92380952381,4389.838461538462,529.8465753424656,0,28,9,0,2
6490,970210,60,1221,,2,1,12.56160143288232,0,2,8,5,7,0.899,9.227885551191932,0.0663,0.0775,0.081,0.034612648789188,0.0354185719741964,0,1,285387,0,2,8,5,7,0.899,10177,0.0663,0.0775,0.081,0.034612648789188,0.0354185719741964,12,9,7,8,0,0,1,5,1,1,0,0,0,28038.0,33927.08571428571,8085.104761904762,8242.716666666665,7874.955555555556,1335.142857142857,0,56,5,0,2
6415,970212,48,9910,,2,5,11.980532474616115,29,19,8,1,9,0.852,9.12674134809987,0.0333,0.0428,0.131,0.0363119216624795,0.0384169605994349,0,5,159617,29,19,8,1,9,0.852,9198,0.0333,0.0428,0.131,0.0363119216624795,0.0384169605994349,8,4,5,4,0,0,0,3,0,0,0,0,0,46505.3,40812.49166666666,13358.783333333336,12925.675,14225.0,3875.45,0,30,4,1,2
7087,970220,24,1846,,2,5,11.360380162501555,41,23,4,2,4,0.598,9.101083386039234,0.0708,0.0823,0.104,0.0309020174253366,0.0328705213623445,0,5,85852,41,23,4,2,4,0.598,8965,0.0708,0.0823,0.104,0.0309020174253366,0.0328705213623445,21,42,12,30,0,0,12,9,6,5,0,0,0,46446.1,42830.995238095245,4556.826984126984,7941.1,2864.690476190476,737.2396825396826,1,30,10,0,2
5420,970224,24,3021,,2,7,11.716706772005422,25,21,6,2,8,0.8,9.103979355984773,0.0139,0.0200999999999999,0.128,0.042397004967252,0.0430087355121815,0,7,122603,25,21,6,2,8,0.8,8991,0.0139,0.0200999999999999,0.128,0.042397004967252,0.0430087355121815,26,73,16,37,0,0,36,10,9,9,0,0,0,17104.4,45374.64242424244,7489.000000000001,14586.830769230768,4961.005479452055,172.7696969696971,0,46,10,0,2
5977,970225,48,1232,,2,7,12.046191410725724,0,0,0,1,1,1.0,9.28609698437543,0.0264,0.0308999999999999,0.131,0.0354416863695298,0.0367323950272515,0,7,170449,0,0,0,1,1,1.0,10787,0.0264,0.0308999999999999,0.131,0.0354416863695298,0.0367323950272515,23,21,15,21,0,0,0,8,0,4,0,0,0,22740.4,23023.65909090909,2346.759090909091,2739.086956521739,1917.0666666666668,516.8318181818182,0,17,8,0,2
6824,970226,24,2999,,0,3,11.99444997329058,73,21,6,1,6,0.763,9.151121012316212,0.0172,0.025,0.125,0.0252387954576346,0.0240401843636857,0,3,161854,73,21,6,1,6,0.763,9425,0.0172,0.025,0.125,0.0252387954576346,0.0240401843636857,60,73,27,73,0,0,0,33,13,14,0,3,0,85375.5,39870.4112781955,10085.172932330826,11889.195000000002,8602.415068493152,641.920300751879,1,31,17,0,2
5207,970228,48,748,,2,1,12.340813306694681,15,40,18,2,6,0.5720000000000001,9.199582715323222,0.0409,0.0472,0.096,0.0245708942179962,0.025724498356988,0,1,228848,15,40,18,2,6,0.5720000000000001,9893,0.0409,0.0472,0.096,0.0245708942179962,0.025724498356988,24,35,16,17,0,0,18,8,5,4,0,0,0,17662.3,22981.05593220339,1997.5101694915256,2823.2375000000006,1431.297142857143,299.36101694915254,1,51,9,0,2
7115,970304,48,1848,,2,7,11.378467929321909,21,11,4,3,9,0.855,9.06230429314878,0.0179,0.0266,0.102,0.0329333440098834,0.0365824363124721,0,7,87419,21,11,4,3,9,0.855,8624,0.0179,0.0266,0.102,0.0329333440098834,0.0365824363124721,55,76,33,58,0,0,18,22,18,18,0,0,0,13445.7,18675.060305343515,2751.425954198473,3398.7999999999997,2282.931578947368,102.52824427480924,0,36,22,1,2
7250,970304,48,2482,,2,5,11.644006357570587,71,26,6,2,9,0.623,9.112176123188952,0.0446,0.0538999999999999,0.123,0.0363752784941143,0.0365419363893128,0,5,114006,71,26,6,2,9,0.623,9065,0.0446,0.0538999999999999,0.123,0.0363752784941143,0.0365419363893128,44,75,23,75,0,0,0,21,0,19,0,0,0,45706.4,42572.4100840336,6722.079831932773,9609.479545454547,5028.138666666666,384.0899159663865,0,33,21,0,2
6010,970306,60,2503,,1,0,11.614064080938498,49,41,4,1,4,0.519,9.04085606398372,0.0345,0.0448,0.115,0.0169825474725016,0.0203537503502255,0,0,110643,49,41,4,1,4,0.519,8441,0.0345,0.0448,0.115,0.0169825474725016,0.0203537503502255,12,4,9,3,0,0,1,3,1,0,0,0,0,79230.1,50892.0,14390.5125,12894.933333333334,18877.25,4951.887500000001,1,59,6,0,2
6088,970307,36,2505,,2,7,11.19190719823953,66,26,10,0,8,0.369,9.058819564334941,0.0162,0.0200999999999999,0.112,0.0217807860382404,0.0210225941191877,0,7,72541,66,26,10,0,8,0.369,8594,0.0162,0.0200999999999999,0.112,0.0217807860382404,0.0210225941191877,10,3,2,3,0,4,0,4,0,0,0,0,0,36566.0,31516.346153846152,8520.461538461539,7366.600000000001,12366.666666666666,2812.769230769232,1,36,4,0,2
5682,970307,12,5622,,2,5,11.737955236252553,28,11,1,4,5,0.877,9.177300517897983,0.0643,0.0768,0.1,0.0425037529144974,0.0414417579609696,0,5,125236,28,11,1,4,5,0.877,9675,0.0643,0.0768,0.1,0.0425037529144974,0.0414417579609696,24,33,1,33,0,12,0,11,0,7,0,0,0,59310.8,46016.19824561403,14432.868421052632,18374.67916666667,11566.096969696968,1040.5456140350875,1,61,11,0,2
7201,970307,12,5622,,2,5,11.737955236252553,28,11,1,4,5,0.877,9.177300517897983,0.0643,0.0768,0.1,0.0425037529144974,0.0414417579609696,0,5,125236,28,11,1,4,5,0.877,9675,0.0643,0.0768,0.1,0.0425037529144974,0.0414417579609696,24,33,1,33,0,12,0,11,0,7,0,0,0,64497.2,48557.38070175439,14344.908771929826,18378.275,11411.551515151514,1131.533333333333,1,61,11,0,2
6938,970310,60,5688,,2,2,11.306442354549127,61,23,4,2,6,0.5529999999999999,9.093694189856862,0.0339,0.0397,0.149,0.0367205940204563,0.030573859166011,2,2,81344,61,23,4,2,6,0.5529999999999999,8899,0.0339,0.0397,0.149,0.0367205940204563,0.030573859166011,28,49,1,46,3,14,0,13,0,9,0,0,0,68367.1,49678.36623376624,13641.946753246752,19978.51785714286,10021.048979591837,887.8844155844153,1,47,13,0,1
6875,970313,48,1735,,2,5,11.644006357570587,71,26,6,2,9,0.623,9.112176123188952,0.0446,0.0538999999999999,0.123,0.0363752784941143,0.0365419363893128,0,5,114006,71,26,6,2,9,0.623,9065,0.0446,0.0538999999999999,0.123,0.0363752784941143,0.0365419363893128,63,76,23,76,0,0,0,40,0,16,0,0,0,41045.9,39962.46618705036,4958.80143884892,5796.187301587303,4264.652631578947,295.2964028776979,0,55,20,0,2
5953,970314,24,4049,,2,2,11.62683433907801,95,19,7,1,8,0.6940000000000001,9.330520532232288,0.0125,0.0144,0.127,0.0462142506581002,0.0445009592647124,0,2,112065,95,19,7,1,8,0.6940000000000001,11277,0.0125,0.0144,0.127,0.0462142506581002,0.0445009592647124,10,6,1,6,0,5,0,4,0,0,0,0,0,91941.4,66376.84999999999,25922.21875,25334.85,26901.166666666668,5746.343750000001,0,42,4,0,2
5942,970315,48,3388,,2,1,12.56160143288232,0,2,8,5,7,0.899,9.227885551191932,0.0663,0.0775,0.081,0.034612648789188,0.0354185719741964,0,1,285387,0,2,8,5,7,0.899,10177,0.0663,0.0775,0.081,0.034612648789188,0.0354185719741964,43,91,4,60,0,20,31,19,16,15,0,0,0,39415.4,37092.94552238806,6360.30895522388,10368.567441860465,4466.296703296704,294.1447761194032,0,39,19,0,2
5382,970317,36,637,,2,3,11.84231553932178,59,41,8,3,10,0.619,9.031572493381526,0.0252,0.0349,0.108,0.0184444508387765,0.0201349523782119,0,3,139012,59,41,8,3,10,0.619,8363,0.0252,0.0349,0.108,0.0184444508387765,0.0201349523782119,17,24,10,16,0,0,8,7,4,3,0,0,0,49208.1,42536.88536585366,4503.651219512195,6786.464705882353,2886.6583333333333,1124.148780487805,0,43,7,0,2
6377,970317,12,1432,,2,4,14.001951119996834,0,0,0,1,1,1.0,9.43675855582405,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,25,45,15,27,0,0,18,10,6,6,0,0,0,40773.2,29906.531428571423,3752.75,6069.316,2465.768888888889,582.4757142857143,0,52,10,0,0
5931,970317,24,2779,,2,2,11.228331951339795,55,26,4,1,5,0.417,9.102755161296246,0.0195,0.0220999999999999,0.111,0.0375372182050191,0.0373910038281582,0,2,75232,55,26,4,1,5,0.417,8980,0.0195,0.0220999999999999,0.111,0.0375372182050191,0.0373910038281582,21,22,14,22,0,0,0,7,3,3,0,0,0,12551.9,51945.21627906976,12559.06046511628,13156.942857142856,11988.354545454547,291.9069767441862,0,30,7,0,2
5992,970318,12,6340,,2,2,11.468095449052434,65,30,4,1,6,0.514,9.13852208418571,0.0385,0.0443,0.118,0.027359437751004,0.0317938420348058,1,2,95616,65,30,4,1,6,0.514,9307,0.0385,0.0443,0.118,0.027359437751004,0.0317938420348058,25,56,2,39,1,12,16,11,8,7,0,0,0,70923.6,50621.10493827161,11450.617283950618,19968.472,7648.003571428571,875.6,0,17,12,0,2
5790,970320,48,1756,,2,0,11.995067623275627,21,37,20,3,8,0.48,9.073374516903025,0.0373,0.045,0.116,0.0230250564975239,0.0225434382602467,0,0,161954,21,37,20,3,8,0.48,8720,0.0373,0.045,0.116,0.0230250564975239,0.0225434382602467,9,3,6,3,0,0,0,3,0,0,0,0,0,37381.6,29824.125,6498.458333333333,6409.055555555556,6766.666666666667,3115.125,0,19,4,0,2
6753,970320,12,5665,,2,0,11.742702962920479,151,41,2,3,5,0.483,9.049232211581426,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,0,0,125832,151,41,2,3,5,0.483,8512,0.0351,0.0412,0.102,0.0178571428571428,0.0167127598703032,11,3,5,3,0,0,0,6,0,0,0,0,0,55705.9,34806.92142857143,7479.0,7291.454545454545,8166.666666666667,3979.0,0,50,3,0,2
6562,970321,24,3937,,2,4,14.001951119996834,0,0,0,1,1,1.0,9.43675855582405,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,26,40,18,28,0,0,12,8,6,6,0,0,0,70683.9,60311.76666666666,11653.442424242425,16150.215384615383,8730.539999999999,1070.969696969697,1,38,8,0,0
7046,970328,12,7636,,2,6,11.212657859233946,99,15,4,2,7,0.614,9.001346243766392,0.0237999999999999,0.0262,0.119,0.0135427074613161,0.0159460992141719,0,6,74062,99,15,4,2,7,0.614,8114,0.0237999999999999,0.0262,0.119,0.0135427074613161,0.0159460992141719,34,36,23,21,0,0,15,11,7,7,0,0,0,14930.1,17625.444285714293,3045.662857142857,3354.8,2753.7000000000003,213.28571428571428,1,53,12,1,2
5868,970329,12,7513,,2,1,10.66478391544408,4,13,5,1,3,0.484,9.00859131751613,0.0311934210526315,0.0701,0.124,0.0299054579666168,0.0317134116438196,0,1,42821,4,13,5,1,3,0.484,8173,0.0311934210526315,0.0701,0.124,0.0299054579666168,0.0317134116438196,26,39,1,39,0,13,0,12,0,8,0,0,0,78119.7,77525.11692307693,18359.004615384616,24451.05769230769,14297.6358974359,1201.8415384615382,0,50,12,1,2
5784,970329,36,2350,,2,0,12.867651756622456,0,0,0,1,1,1.0,9.199986959896691,0.016,0.0196,0.14,0.0483035322651392,0.0482390277885285,0,0,387570,0,0,0,1,1,1.0,9897,0.016,0.0196,0.14,0.0483035322651392,0.0482390277885285,14,18,9,18,0,0,0,5,0,3,0,0,0,16915.7,41766.693750000006,10482.165624999998,12583.749999999998,8847.6,528.6156249999999,1,58,6,0,0
5210,970401,36,4115,,1,2,10.895275291408279,61,22,1,1,2,0.413,9.059284897056227,0.0277,0.0326,0.123,0.0296174032380705,0.0347730939708091,0,2,53921,61,22,1,1,2,0.413,8598,0.0277,0.0326,0.123,0.0296174032380705,0.0347730939708091,42,76,2,76,0,20,0,20,0,16,0,0,0,26222.2,40688.34830508475,8874.036440677966,12778.07857142857,6716.539473684211,222.2228813559321,0,35,20,0,2
5878,970401,12,6170,,2,1,12.111910306704267,17,49,12,2,7,0.564,9.076351731972865,0.0333,0.0374,0.09,0.0239250221121042,0.0243535299708285,0,1,182027,17,49,12,2,7,0.564,8746,0.0333,0.0374,0.09,0.0239250221121042,0.0243535299708285,44,146,23,78,0,0,68,21,17,17,0,0,0,35324.8,44234.82947368421,5633.203684210526,12563.852272727272,3544.5150684931505,185.84368421052625,0,41,20,0,2
5110,970401,60,1704,,2,0,11.600606617610062,98,16,6,1,4,0.636,9.077608659522225,0.0338,0.0395,0.096,0.0202630903961012,0.0226356674361511,0,0,109164,98,16,6,1,4,0.636,8757,0.0338,0.0395,0.096,0.0202630903961012,0.0226356674361511,53,73,33,58,0,0,15,20,15,16,0,0,0,34783.0,29946.995238095245,3746.155555555556,4780.9811320754725,2994.8438356164384,275.93968253968274,0,51,19,1,2
7230,970402,60,312,,2,7,11.393657577466769,60,33,3,2,10,0.617,9.054154288786854,0.0247,0.0268,0.113,0.020527958358214,0.024989578286783,0,7,88757,60,33,3,2,10,0.617,8554,0.0247,0.0268,0.113,0.020527958358214,0.024989578286783,18,24,10,24,0,0,0,8,0,4,0,0,0,44308.1,40748.34523809524,4589.166666666667,6584.81111111111,3092.433333333333,1054.957142857143,1,36,8,1,2
5005,970410,12,2288,,1,1,11.99056858882567,5,35,11,4,10,0.6970000000000001,9.068546366358296,0.0593,0.0557,0.102,0.0308881266785339,0.0285001891742698,0,1,161227,5,35,11,4,10,0.6970000000000001,8678,0.0593,0.0557,0.102,0.0308881266785339,0.0285001891742698,27,48,19,33,0,0,15,8,5,6,0,0,0,36280.9,48780.096,11800.306666666667,17061.185185185186,8841.0625,483.7466666666666,1,29,7,0,2
6871,970413,48,3422,,2,2,11.23370086043112,35,36,9,0,7,0.365,9.171807422259398,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,0,2,75637,35,36,9,0,7,0.365,9622,0.0045,0.0059,0.154,0.0459431230746856,0.0466570593757023,47,51,18,51,0,0,0,29,0,10,0,0,0,23421.1,42341.63775510205,8080.23775510204,8673.240425531914,7533.745098039216,238.99285714285725,1,24,15,1,2
5363,970422,60,4898,,1,0,12.191461419561223,29,41,10,2,10,0.747,9.172015257654515,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,0,0,197099,29,41,10,2,10,0.747,9624,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,39,51,25,51,0,0,0,14,0,11,0,1,0,-204.8,53227.14444444444,11288.745555555555,13022.848717948717,9962.666666666666,-2.276666666666683,0,22,17,0,2
7253,970426,12,8192,,2,6,11.450315749157804,74,21,10,1,8,0.569,9.039196115772354,0.0112,0.0154,0.107,0.0199508149599173,0.0203660133502251,0,6,93931,74,21,10,1,8,0.569,8427,0.0112,0.0154,0.107,0.0199508149599173,0.0203660133502251,41,72,6,72,0,18,0,17,0,13,0,0,0,108445.5,66405.07079646018,16857.623008849558,23771.429268292683,12920.594444444445,392.4407079646016,1,26,17,0,2
5072,970428,24,8200,,2,2,11.62683433907801,95,19,7,1,8,0.6940000000000001,9.330520532232288,0.0125,0.0144,0.127,0.0462142506581002,0.0445009592647124,0,2,112065,95,19,7,1,8,0.6940000000000001,11277,0.0125,0.0144,0.127,0.0462142506581002,0.0445009592647124,12,11,1,11,0,6,0,5,0,1,0,0,0,38166.1,58669.5043478261,26260.66956521739,26756.733333333334,25719.50909090909,1659.3999999999992,0,36,6,0,2
6055,970428,60,6652,,2,1,11.83524082131636,67,30,4,2,5,0.6459999999999999,9.08466376388818,0.0538,0.0566,0.099,0.0294352034310884,0.0326373594528804,0,1,138032,67,30,4,2,5,0.6459999999999999,8819,0.0538,0.0566,0.099,0.0294352034310884,0.0326373594528804,28,32,17,32,0,0,0,11,0,6,0,0,0,18581.6,42435.31166666667,8508.545,9448.110714285716,7686.425,309.691666666667,0,54,14,0,2
6913,970429,24,4164,,2,4,14.001951119996834,0,0,0,1,1,1.0,9.43675855582405,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,0,4,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,0.167,0.0711040181650238,0.0822496811078938,65,87,30,58,0,0,29,35,14,14,0,0,0,91178.5,55851.80263157895,7603.79802631579,9591.967692307691,6118.383908045976,599.8585526315793,0,31,19,0,0
6386,970430,36,3454,,2,3,11.99444997329058,73,21,6,1,6,0.763,9.151121012316212,0.0172,0.025,0.125,0.0252387954576346,0.0240401843636857,0,3,161854,73,21,6,1,6,0.763,9425,0.0172,0.025,0.125,0.0252387954576346,0.0240401843636857,46,102,26,51,0,0,51,20,17,17,0,0,0,66449.9,25654.37837837838,6250.356756756756,10777.208695652174,4208.835294117647,448.98918918918935,0,17,20,0,2
5634,970501,12,3252,,2,0,12.191461419561223,29,41,10,2,10,0.747,9.172015257654515,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,0,0,197099,29,41,10,2,10,0.747,9624,0.016,0.0231,0.145,0.0227499885844169,0.0216388718359809,47,89,30,59,0,0,30,17,15,15,0,0,0,35422.1,60289.9544117647,10322.529411764706,15311.553191489362,7687.876404494382,260.4558823529412,1,60,17,0,2
5758,970502,60,5120,,2,0,11.589062092296585,88,33,6,2,7,0.509,9.016755622903517,0.0253,0.0356,0.099,0.0171437573555985,0.0176349028365968,0,0,107911,88,33,6,2,7,0.509,8240,0.0253,0.0356,0.099,0.0171437573555985,0.0176349028365968,28,40,16,40,0,0,0,12,0,8,0,0,0,10058.2,44484.07500000001,12548.313235294116,15416.589285714286,10540.52,147.7014705882352,1,35,12,0,2
