loan_id,date_loan,duration_loan,payments_loan,status,account_district,account_frequency,account_date,owner_district,owner_card_type,owner_card_issued,disponent_district,disponent_card_type,disponent_card_issued,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
6668,940730,36,2076,0,45,1,930626,45,3,,,1,,26,41,14,33,0,0,8,12,8,8,0,0,0,33243.7,37912.99850746269,8191.962686567164,11194.334615384616,6288.019512195122,496.17761194029845,1,651029,,
5395,940730,36,8308,1,67,1,930606,67,3,,,1,,46,80,33,56,0,0,24,13,12,11,0,0,0,19448.5,51992.85476190475,12746.58650793651,17668.680434782607,9916.3825,154.35476190476217,0,661210,,
6836,940803,60,3155,0,47,1,930616,58,3,,,1,,42,60,16,42,0,0,18,26,9,9,0,0,0,24471.4,32354.031372549023,5114.498039215686,6502.74761904762,4142.723333333333,240.70588235294125,1,531205,,
6064,940804,12,1219,0,55,1,930701,55,3,,,1,,29,73,16,40,0,0,33,13,8,9,0,0,0,34902.8,32788.14215686275,4093.035294117647,7799.868965517241,2620.457534246575,342.1843137254902,0,490308,,
6919,940805,36,3358,0,1,2,930327,1,3,,,1,,36,60,21,48,0,0,12,15,12,13,0,0,0,52014.4,40838.755208333336,9301.089583333332,13123.877777777778,7007.416666666667,541.8187499999998,0,440420,,
6841,940807,48,3585,0,10,1,940121,10,3,,,1,,25,17,12,17,0,0,0,13,0,4,0,0,0,58224.0,60743.957142857136,11368.769047619047,10713.956,12331.729411764705,1385.9404761904764,0,570305,,
6038,940810,48,6739,0,1,1,930621,1,3,,,1,,28,29,19,24,0,0,5,9,5,6,0,0,0,69179.8,45414.07368421052,12422.015789473682,13879.189285714285,11015.089655172413,1213.6789473684207,0,401015,,
6729,940811,12,6224,0,23,1,930402,23,3,,23.0,0,,49,63,1,51,0,16,12,32,12,12,0,0,0,28933.3,48484.62410714286,11551.496428571429,13496.946938775509,10038.368253968254,258.3321428571427,0,450126,1.0,500115.0
7198,940823,12,3814,0,67,2,931122,72,3,,,1,,22,5,10,5,0,0,0,12,0,0,0,0,0,54427.5,32555.818518518518,5645.466666666667,4701.254545454546,9800.0,2015.8370370370374,0,770527,,
6686,940825,36,6239,0,31,1,930324,31,3,,31.0,0,,34,59,1,59,0,17,0,16,0,12,0,0,0,40287.4,57496.989247311845,14537.803225806454,20475.04411764706,11116.342372881356,433.19677419354826,1,760524,0.0,790813.0
5836,940827,24,3318,0,66,1,940408,66,3,,,1,,10,6,1,5,0,5,1,4,1,0,0,0,0,89746.5,63494.2,24948.65625,24446.25,25786.0,5609.15625,0,590810,,
7061,940827,24,5079,0,55,1,930428,55,3,,,1,,39,54,24,54,0,0,0,15,0,9,0,0,0,41917.2,54422.59677419356,13230.344086021505,16312.041025641025,11004.674074074075,450.7225806451612,1,650307,,
5595,940902,12,6908,0,60,1,930508,49,0,940215.0,49.0,0,,34,92,4,57,2,15,33,15,11,11,0,0,0,64286.0,57141.73095238094,10765.977777777778,20655.870588235295,7111.017391304347,381.6349206349207,1,720206,0.0,750502.0
5723,940910,12,1969,0,38,1,930312,38,3,,,1,,49,61,31,49,0,0,12,18,12,13,0,0,0,64096.3,47420.84181818182,9915.672727272728,11783.88163265306,8414.980327868852,582.6945454545454,1,540309,,
6120,940911,48,4358,0,52,1,930816,1,3,,,1,,26,42,1,42,0,13,0,12,0,8,0,0,0,44254.7,46230.33970588236,14438.21176470588,19731.792307692307,11161.233333333334,650.8058823529409,1,530618,,
6895,940919,12,3492,0,68,1,930124,70,3,,,1,,63,80,26,50,0,0,30,37,15,15,0,0,0,39204.7,36080.386713286716,6720.9006993007,7938.838095238093,5761.775,274.15944055944004,1,740708,,
5882,940926,12,7318,0,32,1,930607,1,3,,1.0,0,,41,43,27,32,0,0,11,14,11,10,0,0,0,15665.6,25533.21428571429,4538.9,4840.648780487805,4251.186046511628,186.4952380952383,1,610502,0.0,660525.0
5754,940928,12,1921,0,54,1,930119,54,3,,54.0,0,,48,123,29,62,0,0,61,19,15,15,0,0,0,28531.7,23771.966081871342,3618.3263157894735,6742.349999999999,2399.1951219512193,166.85263157894747,0,401101,1.0,460210.0
6594,940928,24,7904,1,60,1,940517,60,3,,,1,,5,0,5,0,0,0,0,0,0,0,0,0,0,22500.0,14900.0,4500.0,4500.0,,4500.0,0,700219,,
6738,940929,36,6395,1,74,1,931008,74,3,,,1,,38,44,17,25,0,0,19,21,9,10,0,3,0,6325.5,27658.48780487805,7188.852439024389,7839.626315789475,6626.820454545454,77.14268292682937,0,421109,,
6624,940930,12,5955,0,55,1,931108,55,3,,55.0,0,,20,23,12,19,0,0,4,8,4,4,0,0,0,82549.0,47991.53023255814,10433.43953488372,13133.975,8085.147826086956,1784.211627906977,1,450803,0.0,430615.0
6216,940930,24,5885,0,50,1,930907,50,3,,,1,,27,75,2,41,0,13,34,12,8,8,0,0,0,45871.6,57219.5745098039,9343.385294117648,18498.092592592595,6047.690666666667,449.7225490196078,1,620911,,
6229,941002,24,489,0,1,1,930422,1,3,,,1,,36,97,19,59,0,0,38,17,13,13,0,0,0,26984.4,42224.439097744355,6032.843609022556,11518.78888888889,3996.822680412371,202.89172932330808,1,380916,,
5887,941003,36,5354,0,60,1,930602,60,3,,60.0,0,,33,43,19,43,0,0,0,14,0,10,0,0,0,29033.7,37265.655263157896,7643.909210526314,9241.760606060605,6417.651162790697,381.8302631578948,0,710920,1.0,790606.0
6808,941012,36,6330,0,64,1,930925,64,3,,64.0,0,,45,38,21,38,0,0,0,24,0,11,0,0,0,53716.6,45134.721686747,8156.793975903614,8119.22888888889,8201.27894736842,647.1891566265059,0,551104,1.0,530709.0
6297,941025,12,1459,0,74,1,930801,12,3,,,1,,31,41,17,41,0,0,0,14,0,10,0,0,0,48027.0,39290.618055555555,4842.765277777778,6398.487096774194,3666.487804878049,667.0430555555556,1,460401,,
5161,941028,24,4091,0,65,1,940709,65,3,,,1,,11,3,1,3,0,4,0,6,0,0,0,0,0,68956.1,41660.39285714285,9311.157142857144,9059.654545454547,10233.333333333334,4925.442857142858,0,450612,,
5390,941030,24,7094,0,16,1,930808,16,3,,,1,,31,46,18,36,0,0,10,13,10,9,0,0,0,43302.8,40091.183116883105,9089.424675324675,11986.912903225804,7136.769565217391,562.3753246753247,0,650716,,
6150,941102,12,6918,0,70,1,930208,57,3,,,1,,67,129,46,93,0,0,36,21,18,18,0,0,0,93605.6,67891.93520408162,13414.556632653064,20124.31791044776,9929.641860465117,343.90561224489795,1,790326,,
6223,941103,48,1272,0,1,1,931121,57,3,,,1,,23,41,12,29,0,0,12,11,6,7,0,0,0,33539.9,36039.0515625,5646.3390625,8584.586956521738,3998.053658536585,523.8328125,0,570906,,
5032,941103,48,2577,0,56,1,931202,56,3,,,1,,22,39,12,27,0,0,12,10,6,6,0,0,0,25201.8,49084.38196721312,8953.219672131147,12984.854545454546,6678.964102564103,412.90491803278684,1,400827,,
6253,941104,24,2490,0,74,1,931227,74,3,,74.0,0,,22,32,12,27,0,0,5,10,5,6,0,0,0,41147.7,40204.46481481482,8295.155555555555,11115.263636363636,6356.331249999999,761.7259259259258,1,581126,0.0,640908.0
6460,941106,36,1352,0,1,1,930917,55,3,,55.0,0,,34,63,21,27,0,0,36,13,9,9,0,0,0,23124.6,23050.189690721647,1577.4938144329897,2590.1029411764707,1031.0063492063493,238.24845360824744,0,480502,1.0,481026.0
6645,941106,36,3900,0,1,1,931010,74,3,,,1,,22,23,9,23,0,0,0,13,0,5,0,0,0,28271.8,43563.619999999995,10991.504444444445,11883.85,10137.95652173913,628.2599999999998,1,411015,,
5176,941112,24,8023,1,20,2,930829,20,3,,,1,,26,25,12,25,0,0,0,14,0,6,0,0,0,22255.5,23979.011764705883,5774.419607843138,6090.784615384615,5445.4,435.792156862745,0,631231,,
5269,941119,36,4557,1,31,0,931117,31,3,,,1,,28,37,16,37,0,0,0,12,0,10,0,1,0,20811.2,41752.161538461536,11809.263076923078,14078.810714285715,10091.767567567567,320.1738461538461,0,750912,,
5351,941204,36,5700,0,57,2,930611,1,3,,,1,,36,93,2,54,0,17,39,17,13,13,0,0,0,54586.0,58336.31162790698,9244.202325581395,17320.669444444447,6117.8279569892475,423.1480620155037,0,630125,,
5861,941208,24,2142,0,29,1,931116,29,3,,,1,,31,33,19,33,0,0,0,12,0,8,0,0,0,49213.4,52299.2859375,13410.8203125,14636.958064516128,12258.99393939394,768.7328124999998,1,490724,,
5450,941211,60,3328,0,5,1,931025,52,3,,,1,,28,46,2,37,0,13,9,13,9,9,0,0,0,19924.0,33658.61756756757,7353.527027027027,10072.949999999999,5698.226086956522,269.2459459459461,1,490523,,
7142,941219,60,8049,1,1,1,930829,1,3,,,1,,56,74,26,40,0,0,34,30,11,11,0,0,0,18439.4,26358.754615384612,4060.6807692307693,4877.926785714286,3442.224324324324,141.84076923076915,0,760521,,
6306,941220,12,3057,0,31,1,930329,70,3,,,1,,50,75,30,75,0,0,0,20,16,16,0,0,0,35093.0,30229.7976,4768.6431999999995,6311.736,3739.9146666666666,280.74560000000014,0,780923,,
6272,941220,60,6644,0,74,2,930726,74,3,,,1,,34,52,1,52,0,17,0,16,0,12,0,0,0,59316.9,63383.57558139537,16552.96279069767,21806.935294117648,13117.673076923076,689.7302325581397,0,600209,,
5044,941221,60,1683,0,54,1,931201,54,3,,,1,,27,43,15,34,0,0,9,12,9,8,0,0,0,47137.7,35614.744285714296,5261.0485714285705,7692.8,3734.13488372093,673.3971428571427,1,650731,,
5576,941221,12,2604,0,1,1,930530,1,3,,,1,,51,69,33,69,0,0,0,18,0,12,0,0,0,53922.3,64493.09916666667,13845.458333333334,16817.427450980394,11648.785507246375,449.35500000000036,0,390315,,
7192,941221,36,3222,0,45,2,930417,31,3,,,1,,46,81,26,49,0,0,32,20,16,16,0,0,0,17711.5,25666.407086614174,6214.3740157480315,8683.641304347824,4812.074074074074,76.13779527559066,1,370517,,
5739,950102,12,6365,0,1,1,940501,1,3,,,1,,20,25,12,13,0,0,12,8,4,4,0,0,0,23171.2,26122.848888888893,3571.5911111111113,4596.96,2751.296,514.5955555555556,0,570628,,
6526,950103,36,8013,0,63,1,940829,63,3,,,1,,14,3,6,3,0,0,0,8,0,0,0,0,0,48840.6,36999.52352941177,8402.382352941177,6845.750000000001,15666.666666666666,2872.970588235294,0,581026,,
