Id,loan_date,loan_duration,loan_payments,Predicted,account_frequency,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_card_type,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_absolute,mean_trans_amount_signed,owner_male,owner_age,account_age_months,has_disponent,owner_profile
6076,970202,60,-1.001670304495941,,2,3,-0.967316751559659,-0.2368267536683903,0.3855531790383159,-0.0976233960912852,1,1.311794053415976,-0.3821129396612915,-1.0207635367759844,-0.4990599498773245,-0.5498743038882458,1.348136956095075,-0.8114235519575491,-0.5058797764791352,0,3,-0.9450316850725896,-0.2714942450179518,0.3640182649722528,-0.1371499221307876,1,1.2925344228212974,-0.3520798827491571,-0.9982066569606114,-0.5240301602227386,-0.5747756602818287,1.4437165278604132,-0.7689629224031321,-0.4560041501418748,-0.856678773989696,-0.4258667889080175,-0.3348939359271238,-0.4323682105713659,0,0,1,-0.821049081265752,1,-0.8679484312885661,0,0,0,-0.7732797208783742,-0.1848468596076222,-0.4551620580252004,-0.6425927035255086,-0.5469998589660754,-0.0364456063984239,1,-0.4599653663973979,-1.079492717117106,0,4
5134,970202,12,0.1242159706404978,,2,6,-1.790258565232853,0.309197785311043,-0.6545264176320515,-0.5486159864848286,1,-0.4231593720696698,-0.7764257098361215,-0.8778178680190561,0.1433190952125038,0.2289003290423983,-0.1153724770937159,-0.9539169385321586,-0.8334786365131506,0,6,-1.7889089996199683,0.2750019226021632,-0.6747564768318833,-0.582547689050573,1,-0.4549976904737789,-0.7524076378154756,-0.8509594370729571,0.1300987960114474,0.2082094087880423,-0.0620403304876872,-0.9152352658255696,-0.793891583339461,-0.1229674976514236,0.0377006243838224,0.1130881643342815,0.0783320792396104,0,0,1,-0.1157491042461203,1,-0.1304171217998363,0,0,0,-1.0290730970817414,-0.7664675388652286,-0.7555166124882071,-0.8033605136487328,-0.8171389620998417,-0.6273135075472375,1,0.97840090648938,-0.3348584138270729,0,0
5419,970205,60,1.268821360651468,,2,4,1.73719740039255,-1.1277088962137816,-1.327519097830525,-1.2251048720751436,1,-1.4641314273610573,1.5261661456292452,2.171935343243451,-1.3279361370900062,-1.378454291250501,1.8499116189026603,1.98248123283734,2.151829530568983,0,4,1.7937416548851923,-1.1631458869244553,-1.346904839175736,-1.2506443394302509,1,-1.5035169584508248,1.5853087590532746,2.29056758929303,-1.3680675231055592,-1.4078353558619818,1.9599760221511904,2.0990368493415663,2.2851732027053906,-0.763852226719183,-0.7273485245504376,-0.3348939359271238,-0.5902939609390138,0,0,0,-0.6232940788088502,0,-0.4991827765442012,0,0,0,-1.7250191634350618,0.0733305399554414,0.2389146218166173,0.844860288375768,0.7449540769745016,-0.5035276372086513,0,0.8984916691067811,-0.5210169896495812,0,1
6255,970208,48,0.4629862934917703,,2,1,-0.3795244164343333,-0.0356598182549148,0.2020097208023686,0.1278728991054864,2,0.2708219981245885,-0.2701475851672036,-1.0929732044985565,1.5109648041134287,1.3925345189445817,-0.575332584667336,-0.3196348315216161,-0.4577310223072095,0,1,-0.3444954167803515,-0.0701535516842252,0.1807050752421112,0.085548961329105,2,0.2440151548442515,-0.2384065695821774,-1.0725892731925193,1.5227604447681014,1.3781347736191865,-0.5352782002542331,-0.2641318538452894,-0.4063432357018053,-1.637204187691682,-1.592622236957233,-0.6932796161362481,-1.552566849971616,0,0,0,-1.5560416964902215,0,-1.4210969134051137,0,0,0,-0.8126481839130704,-1.4855572991754045,-1.559178909201506,-1.6752646178157982,-1.7909222648359509,0.9918455333731708,0,0.259217770045991,-0.7071755654720895,0,7
5656,970209,24,0.8834815325025814,,2,1,0.9399719856555022,-1.1277088962137816,-1.327519097830525,-1.2251048720751436,1,-1.4641314273610573,1.5261661456292452,0.7955306564499348,0.9825562347653444,0.8899532151346895,-0.951663581773025,1.2374771486460157,0.8964893727204378,0,1,0.9944544771995112,-1.1631458869244553,-1.346904839175736,-1.2506443394302509,1,-1.5035169584508248,1.5853087590532746,0.8727438431582961,0.9846866259303036,0.8728362697427003,-0.922472820972316,1.3342750882973555,0.9904078189636532,-1.385082686718626,-1.2167299148249175,-0.603683196083967,-1.2189796424227897,0,0,1,-1.280869663500202,0,-1.236714086032931,0,0,0,0.328095172705815,0.0801002796340887,0.1290016870691815,0.6161156553127566,0.5855427987956812,1.228863435407746,0,0.5788547195763861,-1.2656512929396144,0,3
6934,970209,12,2.549939320113288,,2,6,-0.4207913317351427,1.3725087296394132,-0.3486206539054729,0.3533691943022581,1,0.6178126832217177,-0.0802932884163595,-0.3605608604553257,-0.6959180443403363,-0.6359017342701192,0.0100711886081804,-0.7936710492681294,-0.7644384438803683,0,6,-0.3865885164210827,1.3392313016518609,-0.3692344939483138,0.3082478447889977,1,0.5935215775032668,-0.0456561689946907,-0.3181370228403107,-0.7244890339074085,-0.6612681969814074,0.067024543085007,-0.7507396193262913,-0.7226831137076206,-0.3452472709499153,-0.5491892107591891,0.0234917442820004,-0.6453213878068736,0,0,1,-0.4415247447451619,1,-0.4991827765442012,0,0,0,-1.0546784747655311,-1.500825387933393,-1.1390599423397705,-0.7478833631489096,-1.0046057641449926,-0.2803068892533403,0,0.97840090648938,-0.7071755654720895,1,0
6028,970209,60,0.5209698932250743,,2,2,-0.911137145524938,0.5965791216160079,0.0796474153117371,-0.3231196912880569,2,-0.4231593720696698,-0.8348424165286891,-0.7717138664675217,0.0500705241510773,0.2470113670175294,0.1355148543100768,-0.1336041409202698,0.0810074463591597,0,2,-0.8875478220933128,0.5626314845074869,0.0584962820886834,-0.3598488055906803,2,-0.4549976904737789,-0.8117154533808563,-0.7416625315893373,0.0351445926871302,0.2264183638826903,0.1960894166577014,-0.0731675872440069,0.1493148588458276,-0.5045506382128891,0.4252180224241584,-0.2452975158748427,-0.0522860856427321,0,0,1,-0.2730276789570015,1,-0.3147999491720188,0,0,0,0.0382366868213977,1.015402281872323,0.1537220654317205,-0.8910968367680441,-0.5770939705486127,-0.1129243857343339,0,-0.6197838411625954,-0.5210169896495812,0,4
6490,970210,60,-1.337701244682648,,2,1,0.8280681599914085,-1.1277088962137816,-1.2051567923398931,0.5788654894990297,5,0.6178126832217177,1.0344921976334696,0.4300613177724273,1.9564857547402448,1.9358656581985192,-1.7461401312183686,-0.090964463972804,-0.1445780639728618,0,1,0.8815321187401495,-1.1631458869244553,-1.2246960460223084,0.5309467282488903,5,0.5935215775032668,1.0861346447113218,0.4962767242702725,1.9764305273176177,1.9244034264586312,-1.7398836869327134,-0.0293970964176428,-0.0833553923410658,-1.385082686718626,-1.283016617519238,-0.603683196083967,-1.2955300557540057,0,0,1,-1.280869663500202,1,-1.236714086032931,0,0,0,-0.5447160403108527,-0.7063112733359979,-0.6781124068819097,0.0325650946073717,-0.2354897848222954,0.8160718066548374,0,1.6176748055501702,-1.2656512929396144,0,3
6415,970212,48,2.6293814173856886,,2,5,0.2002240896538835,-0.2943030209293833,-0.1650771956695257,0.5788654894990297,1,1.311794053415976,0.805693429754247,-0.2912985261091853,0.2469286186140891,0.3647331138558829,0.3445876304799041,0.00558850422481,0.0024507495179354,0,5,0.2456091878790953,-0.3290201573990166,-0.1859213042181721,0.5309467282488903,1,1.2925344228212974,0.8538457004135811,-0.2467904317607256,0.2356034663718001,0.3447765719979036,0.4111975392788586,0.0697164783394723,0.0682910095766142,-1.9240374645981817,-1.686607720095728,-0.7828760361885292,-1.6509903735443752,0,0,0,-1.876613495810702,0,-1.4210969134051137,0,0,0,0.3913104693427915,-0.1870567611437317,0.19350666324799,1.289621180697012,0.9262974046716084,1.8272986766095185,0,-0.4599653663973979,-1.4518098687621228,1,2
7087,970220,24,-1.0523488837904036,,2,5,-0.734770456590486,0.0505545826365745,0.0796474153117371,-0.3231196912880569,2,-0.4231593720696698,-0.4307935285717643,-0.4629806952863208,2.189607182393812,2.1531981139000944,-0.7844053608371632,-0.3018031572151901,-0.2695241283427816,0,5,-0.7072007695714172,0.0161353168873718,0.0584962820886834,-0.3598488055906803,2,-0.4549976904737789,-0.4015030623869742,-0.423638896883527,2.213816035628412,2.142910887594409,-0.7503863228753903,-0.2458272795022486,-0.2122255140921275,-0.5045506382128891,0.1325379774628101,-0.1557010958225616,-0.0522860856427321,0,0,1,-0.4415247447451619,1,-0.4991827765442012,0,0,0,0.3888201677380279,-0.0348337702860813,-0.7342510311921862,-1.4130516110982958,-1.2486490562318702,0.2247849744918364,1,-0.4599653663973979,-0.3348584138270729,0,3
5420,970224,24,-0.5158864453129844,,2,7,-0.1587312093731876,-0.4092555554513692,-0.0427148901788942,0.1278728991054864,2,0.9648033683188468,0.5525543674197878,-0.443823028339516,-0.7580837583812876,-0.6630682912328162,0.2191439647780077,0.3513439529465206,0.2276127620586685,0,7,-0.1194739376511766,-0.4440719821611461,-0.0637125110647443,0.085548961329105,2,0.943028000162282,0.596845166296932,-0.403904733393429,-0.78779183612362,-0.6885816296233797,0.2821326657061643,0.4246414397805442,0.3005244625962355,-0.1229674976514236,0.955064886084173,0.2026845843865626,0.2445249561876043,0,0,1,-0.2730276789570015,1,0.2383485329445286,0,0,0,-1.3631598388238624,0.1569922873155571,0.5026905047124149,-0.7196192230665719,-0.3882982116204078,-1.3062741892344638,0,0.8185824317241824,-0.3348584138270729,0,6
5977,970225,48,-1.3326790431309443,,2,7,0.2817020187663798,-1.1277088962137816,-1.327519097830525,-1.2251048720751436,1,-1.4641314273610573,1.5261661456292452,0.8795296576782329,-0.1105242371213798,-0.1740702659042721,0.3445876304799041,-0.0438584103262703,-0.0801535117311779,0,7,0.3283377149214132,-1.1631458869244553,-1.346904839175736,-1.2506443394302509,1,-1.5035169584508248,1.5853087590532746,0.9592705599994952,-0.1283876463714162,-0.1969398420678793,0.4111975392788586,0.018958220428264,-0.016907521949862,-0.3452472709499153,-0.636084357822773,0.1130881643342815,-0.483898463729784,0,0,0,-0.6232940788088502,0,-0.6835656039163838,0,0,0,-0.9024700841735068,-1.5285799255696135,-1.7024795416800649,-1.8115587141105696,-2.108798561977105,-0.1386082021110197,0,-1.498785452371182,-0.7071755654720895,0,2
6824,970226,24,-0.5259308484163914,,0,3,0.2177429371876172,0.9701748588124623,-0.0427148901788942,0.1278728991054864,1,0.2708219981245885,0.372436188451038,-0.1240373569966969,-0.5871280447686719,-0.4412080760374581,0.0937002990761113,-0.6235883743736359,-0.7025280294076148,0,3,0.2634015455477926,0.9365499149844078,-0.0637125110647443,0.085548961329105,1,0.2440151548442515,0.4139794016370084,-0.0744960043664084,-0.6137091300290383,-0.4655219297139396,0.1530677921334699,-0.5761463134162812,-0.6588283401219455,1.646975694865623,0.955064886084173,1.1882452049616543,1.4801558385557898,0,0,0,2.049799654624321,1,1.160262669805441,0,1,0,1.66268005175456,-0.2581026073791796,0.0005910595840163,0.197437253689427,0.2400113239213875,0.0840155203817529,1,-0.3800561290147991,0.9682516169304852,0,2
5207,970228,48,-1.5536559114058983,,2,1,0.6129481761417167,-0.6966368917563343,1.1197270119821046,2.8338284414667463,2,0.2708219981245885,-0.5573630597389936,0.2208006480457899,0.640644807540113,0.5639545315823266,-1.1189218027088867,-0.6615386342545228,-0.6199361045661557,0,1,0.6640696843755942,-0.7317015440664698,1.0972710238928196,2.757935562847817,2,0.2440151548442515,-0.5300033294452985,0.2807189384553558,0.6365212137411399,0.5450750780390332,-1.0945593190692418,-0.6151030227745874,-0.5736425324404689,-0.2690837104598117,-0.0949221417330095,0.2026845843865626,-0.7016943158516228,0,0,1,-0.6232940788088502,1,-0.6835656039163838,0,0,0,-1.3126816404399946,-1.531792790946698,-1.686816959774229,-2.0547490421045507,-2.277806535443656,-0.711699140728583,1,1.2181286186371765,-0.5210169896495812,0,5
7115,970304,48,-1.0514357562355483,,2,7,-0.7027111928687682,-0.5242080899733552,-0.6545264176320515,-0.3231196912880569,3,1.311794053415976,0.8202976064273887,-0.7142408656271072,-0.550864711578117,-0.368763924136933,-0.868034471305094,-0.1863828417382473,-0.0875068787100386,0,7,-0.6744370586776827,-0.5591238069232756,-0.6747564768318833,-0.3598488055906803,3,1.2925344228212974,0.8686726543049261,-0.6824600411190432,-0.5767824954029148,-0.3926861093353469,-0.8364295719238531,-0.1273459911476511,-0.0244918288476001,1.4405837754419788,1.023759822296791,1.725823725275341,1.009337734048017,0,0,1,1.1720655249114114,1,1.8977939792941707,0,0,0,-1.7304593626864802,-1.8565242118956675,-1.5796899653953256,-1.6481329958792488,-1.927950637438761,-1.886814133163008,0,0.0194900578981946,1.8990444960430268,1,4
7250,970304,48,-0.7619743213464558,,2,5,-0.2672150068548474,0.9126985915514694,0.2631908735476844,0.1278728991054864,2,1.311794053415976,-0.3090920562955822,-0.389297360875533,0.8323224258330456,0.8673144176657751,0.0100711886081804,0.0091884499698907,-0.0894928306304993,0,5,-0.2299940533318946,0.879024002603343,0.2418094718188251,0.085548961329105,2,1.2925344228212974,-0.2779451132924314,-0.3477382680754577,0.8317048539077923,0.8500750758743898,0.067024543085007,0.0734118954601179,-0.0265401515944761,0.9359695326401198,1.0010243425747154,0.8298595247525302,1.5394781017671473,0,0,0,1.0774330824345069,0,2.0821768066663533,0,0,0,0.3574936837950247,-0.0543346550503281,-0.4237226590557332,-0.7001224439380567,-0.5940914784852387,-0.4479642010981198,0,-0.2202376542496016,1.7128859202205184,0,7
6010,970306,60,-0.7523864820204764,,1,0,-0.3131802380285294,0.2804596516805465,1.1809081647274204,-0.3231196912880569,1,-0.4231593720696698,-0.8153701809645,-0.8490813675988489,0.3090943326550404,0.4552883037315393,-0.3244452532635432,-1.0927097625095217,-0.8832957972842883,0,0,-0.2768462715681076,0.2462389664116308,1.1583754204695336,-0.3598488055906803,1,-0.4549976904737789,-0.7919461815257295,-0.82135819183781,0.2989062685880118,0.4358213474711445,-0.2771484531088444,-1.057708906893514,-0.8452733023735365,-1.385082686718626,-1.686607720095728,-0.4244903559794049,-1.758953722935216,0,0,1,-1.876613495810702,1,-1.4210969134051137,0,0,0,1.4969721191125058,0.5730770957355487,0.1877848478896268,2.0372932845581437,1.1247467073295982,2.051133407312009,1,1.8574025176979665,-1.079492717117106,0,5
6088,970307,36,-0.7514733544656212,,2,7,-1.049316966887195,0.7690079233989869,0.2631908735476844,1.0298580798925732,0,0.9648033683188468,-1.545579014621593,-0.7363458659503436,-0.6389328064694645,-0.6630682912328162,-0.4498889189654395,-0.8200730465799836,-0.8504984124044671,0,7,-1.0289661940562087,0.7352092216506811,0.2418094718188251,0.9763444951686756,0,0.943028000162282,-1.5332938760929864,-0.7052302297614641,-0.6664614652092145,-0.6885816296233797,-0.4062133266815387,-0.7778418035797039,-0.8114458824872602,-1.637204187691682,-1.7913815521591478,-1.0516652963453723,-1.758953722935216,0,1,0,-1.5560416964902215,0,-1.4210969134051137,0,0,0,-0.0665534087647879,-0.8881142640581032,-0.8411802669757545,0.9573164892559672,-0.1274012701394163,1.5297421411760035,1,0.0194900578981946,-1.4518098687621228,0,4
5682,970307,12,0.6716359397761793,,2,5,-0.1278401355147545,-0.3230411545598798,-0.6545264176320515,-0.999608576878372,4,-0.0761686869725406,0.9273949020304292,0.0601709790302725,1.85287623133866,1.9041713417420396,-0.951663581773025,0.357409389120748,0.1507745402944451,0,5,-0.0880180180217596,-0.3577831135895489,-0.6747564768318833,-1.0279454559703582,4,-0.1054912678147637,0.977403649508124,0.1152555676537647,1.870925856957265,1.8925377550429967,-0.922472820972316,0.4308677326942782,0.2212730588499447,-0.2690837104598117,-0.1642183776536928,-1.1412617163976535,0.0783320792396104,0,1,0,-0.1157491042461203,0,-0.1304171217998363,0,0,0,0.8799220804311647,0.2053744389816065,1.2077065785189176,0.8065516439966004,1.1327399338709,0.5703311396931234,1,2.017220992463164,-0.1486998380045645,0,3
7201,970307,12,0.6716359397761793,,2,5,-0.1278401355147545,-0.3230411545598798,-0.6545264176320515,-0.999608576878372,4,-0.0761686869725406,0.9273949020304292,0.0601709790302725,1.85287623133866,1.9041713417420396,-0.951663581773025,0.357409389120748,0.1507745402944451,0,5,-0.0880180180217596,-0.3577831135895489,-0.6747564768318833,-1.0279454559703582,4,-0.1054912678147637,0.977403649508124,0.1152555676537647,1.870925856957265,1.8925377550429967,-0.922472820972316,0.4308677326942782,0.2212730588499447,-0.2690837104598117,-0.1642183776536928,-1.1412617163976535,0.0783320792396104,0,1,0,-0.1157491042461203,0,-0.1304171217998363,0,0,0,1.0545138545656236,0.3970146219686997,1.208375855647444,0.7768574659459775,1.116127478466059,0.6533605633054292,1,2.017220992463164,-0.1486998380045645,0,3
